"Statistikamt Nord; ";;;;;;;;;;;;;;;;13.03.26
"311-1; Kue.";;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
31121  Statistik der Baufertigstellungen;;;;;;;;;;;;;;;;
31121SGJ55 Baufertigstellungen im Wohn- und Nichtwohnbau, Neubauten - SH (2010-2024);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
Kreis;Gemeinde;Anzahl fertiggestellter Wohn- und Nichtwohngebäude im Neubau nach Jahren 2010-2024;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024
01059 Schleswig-Flensburg;01059093 Uelsby;2;;1;;1;;1;1;1;1;2;;;;
01059 Schleswig-Flensburg;01059094 Ulsnis;2;2;1;3;8;4;1;6;2;2;4;4;5;6;1
01059 Schleswig-Flensburg;01059095 Wagersrott;;;1;;;;1;;;;;;;;
01059 Schleswig-Flensburg;01059096 Wohlde;4;2;1;6;;1;2;2;;1;4;2;1;1;
01059 Schleswig-Flensburg;01059097 Twedt;5;;1;1;2;2;;1;3;;1;;1;;2
01059 Schleswig-Flensburg;01059098 Nübel;5;6;5;4;2;13;3;2;1;1;;3;4;;1
01059 Schleswig-Flensburg;01059101 Tastrup;;;1;5;3;3;2;2;;;;;1;;
01059 Schleswig-Flensburg;01059102 Ahneby;;;2;1;;2;;;;;;;;;
01059 Schleswig-Flensburg;01059103 Ausacker;1;1;;;2;;;1;;1;1;;;;1
01059 Schleswig-Flensburg;01059105 Böxlund;1;;;;1;;1;;2;;2;3;;1;1
01059 Schleswig-Flensburg;01059106 Dollerup;;3;5;2;1;3;8;;2;8;5;8;7;2;1
01059 Schleswig-Flensburg;01059107 Eggebek;7;5;7;5;4;16;6;18;25;8;19;8;19;6;3
01059 Schleswig-Flensburg;01059109 Esgrus;2;2;3;5;2;;1;;;;3;2;2;2;
01059 Schleswig-Flensburg;01059112 Gelting;7;7;6;12;6;16;6;6;32;54;8;3;12;10;2
01059 Schleswig-Flensburg;01059113 Glücksb./Ostsee,Std.;4;28;11;15;11;1;55;29;3;87;35;14;18;7;7
01059 Schleswig-Flensburg;01059115 Großenwiehe;11;10;10;3;48;7;25;18;20;11;39;12;19;6;6
01059 Schleswig-Flensburg;01059116 Großsolt;1;3;2;1;3;7;;1;;1;3;4;5;2;6
01059 Schleswig-Flensburg;01059118 Grundhof;3;;1;1;7;3;1;4;4;7;2;2;2;1;1
01059 Schleswig-Flensburg;01059120 Harrislee;16;16;67;38;56;40;17;51;13;41;51;14;5;6;3
01059 Schleswig-Flensburg;01059121 Hasselberg;3;4;2;5;;2;2;8;5;2;4;9;8;1;4
01059 Schleswig-Flensburg;01059123 Hörup;2;2;1;;1;1;4;2;9;5;2;2;2;1;
01059 Schleswig-Flensburg;01059124 Holt;;;;;;1;;2;;2;;;;1;
01059 Schleswig-Flensburg;01059126 Hürup;2;4;2;1;2;7;4;8;4;2;2;3;3;10;14
01059 Schleswig-Flensburg;01059127 Husby;8;11;12;17;8;9;9;8;2;5;17;3;4;5;3
01059 Schleswig-Flensburg;01059128 Janneby;4;2;5;;1;1;;1;;2;;3;;2;
01059 Schleswig-Flensburg;01059129 Jardelund;;1;1;1;5;;2;2;1;;1;;;;3
01059 Schleswig-Flensburg;01059131 Jerrishoe;5;3;;1;2;1;3;8;16;7;2;4;3;1;1
01059 Schleswig-Flensburg;01059132 Jörl;3;1;4;5;;4;3;2;6;2;10;12;2;7;1
01059 Schleswig-Flensburg;01059136 Kronsgaard;2;3;;;;2;;;1;;1;;3;1;
01059 Schleswig-Flensburg;01059137 Langballig;5;7;5;2;5;10;1;3;1;25;15;4;5;;1
01059 Schleswig-Flensburg;01059138 Langstedt;7;6;2;1;1;1;2;6;3;2;4;;2;;2
01059 Schleswig-Flensburg;01059141 Maasbüll;1;2;2;;1;5;;;1;;;;2;;
01059 Schleswig-Flensburg;01059142 Maasholm;;;2;;1;2;4;2;3;;;;;;
01059 Schleswig-Flensburg;01059143 Medelby;1;4;;1;13;2;11;2;3;3;11;10;24;5;1
01059 Schleswig-Flensburg;01059144 Meyn;2;;4;2;19;;2;;2;5;;2;16;3;1
01059 Schleswig-Flensburg;01059145 Munkbrarup;5;5;7;3;4;4;4;;1;3;2;5;3;3;8
01059 Schleswig-Flensburg;01059147 Nieby;1;;2;1;;;;3;14;28;;;1;1;1
01059 Schleswig-Flensburg;01059148 Niesgrau;1;4;1;;1;2;;3;;;3;2;3;;1
01059 Schleswig-Flensburg;01059149 Nordhackstedt;;2;;;3;;1;1;;7;2;4;1;4;4
01059 Schleswig-Flensburg;01059151 Osterby;2;;2;;6;;;2;;1;3;6;2;1;2
01059 Schleswig-Flensburg;01059152 Pommerby;;;;;1;1;2;4;;;;;;;
01059 Schleswig-Flensburg;01059153 Quern;6;3;5;;;;;;;;;;;;
01059 Schleswig-Flensburg;01059154 Rabel;2;3;3;2;;;1;1;1;2;2;;;5;1
01059 Schleswig-Flensburg;01059155 Rabenholz;;;1;1;3;;;;1;2;2;;;;
01059 Schleswig-Flensburg;01059157 Ringsberg;;;1;;1;1;2;;5;1;2;2;1;;
01059 Schleswig-Flensburg;01059158 Schafflund;3;5;2;4;45;8;29;57;14;24;20;8;3;42;11
01059 Schleswig-Flensburg;01059159 Sieverstedt;7;5;5;6;2;11;5;3;5;5;9;8;2;2;4
01059 Schleswig-Flensburg;01059161 Sörup;7;10;6;11;2;19;46;24;8;12;6;11;17;6;2
01059 Schleswig-Flensburg;01059162 Sollerup;1;;1;3;;1;1;1;1;2;4;;1;;1
01059 Schleswig-Flensburg;01059163 Stangheck;;1;;1;;1;2;;1;1;;;;1;1
01059 Schleswig-Flensburg;01059164 Steinberg;3;3;2;2;1;;2;2;1;2;1;2;2;3;
01059 Schleswig-Flensburg;01059165 Steinbergkirche;5;6;2;;;;;;;;;;;;
01059 Schleswig-Flensburg;01059167 Sterup;4;3;1;3;2;2;4;4;3;7;5;16;5;3;
01059 Schleswig-Flensburg;01059168 Stoltebüll;5;;3;2;1;1;;;1;2;1;;;;
01059 Schleswig-Flensburg;01059169 Süderhackstedt;1;2;1;1;;1;;;;;1;1;2;1;
01059 Schleswig-Flensburg;01059171 Tarp;12;2;8;41;29;61;42;15;50;60;31;23;10;10;5
01059 Schleswig-Flensburg;01059173 Wallsbüll;3;3;2;;7;4;9;10;3;10;5;6;10;12;6
01059 Schleswig-Flensburg;01059174 Wanderup;18;19;13;25;35;13;5;6;12;11;42;7;7;12;7
01059 Schleswig-Flensburg;01059176 Wees;3;5;11;8;5;42;4;16;4;4;;4;11;7;15
01059 Schleswig-Flensburg;01059177 Weesby;1;;2;;6;1;4;2;4;6;2;1;3;1;2
01059 Schleswig-Flensburg;01059178 Westerholz;2;;2;3;1;2;5;6;3;5;11;6;6;4;
01059 Schleswig-Flensburg;01059179 Lindewitt;11;6;1;3;8;3;6;4;19;3;11;11;6;9;4
01059 Schleswig-Flensburg;01059182 Freienwill;3;2;5;9;2;15;5;6;4;2;8;2;5;2;1
01059 Schleswig-Flensburg;01059183 Handewitt;50;76;56;13;145;18;51;27;26;45;31;12;64;48;14
01059 Schleswig-Flensburg;01059184 Oeversee;9;4;18;18;1;6;31;3;13;19;5;10;29;22;3
01059 Schleswig-Flensburg;01059185 Mittelangeln;;;;21;12;18;16;24;20;37;19;15;7;5;3
01059 Schleswig-Flensburg;01059186 Steinbergkirche;;;;19;17;12;12;11;9;11;19;21;14;36;10
01059 Schleswig-Flensburg;01059187 Boren;;;;2;1;;3;8;4;4;4;1;1;1;2
01059 Schleswig-Flensburg;01059188 Stapel;;;;;;;;;2;2;5;6;4;12;2
01059 Schleswig-Flensburg;01059189 Brodersby-Goltoft;;;;;;;;;2;1;4;1;;3;
01059 Schleswig-Flensburg;Gesamtsumme;570;645;657;674;839;746;931;917;814;953;846;689;768;728;402
01060 Segeberg;01060002 Alveslohe;4;3;11;3;;41;9;5;5;1;4;3;6;15;14
01060 Segeberg;01060003 Armstedt;3;1;1;3;;1;1;7;;1;;;1;1;3
01060 Segeberg;01060004 Bad Bramstedt, Stadt;34;24;21;24;79;74;79;44;79;110;77;43;30;15;13
01060 Segeberg;01060005 Bad Segeberg, Stadt;10;6;19;25;24;26;48;39;14;20;27;16;18;24;26
01060 Segeberg;01060006 Bahrenhof;;2;;1;;1;;1;1;;;;1;1;
01060 Segeberg;01060007 Bark;;4;2;1;2;2;1;;1;;3;;7;16;1
01060 Segeberg;01060008 Bebensee;;2;;2;;2;1;1;2;1;;2;;1;
01060 Segeberg;01060009 Bimöhlen;11;8;6;5;8;9;1;10;3;2;2;5;1;4;7
01060 Segeberg;01060010 Blunk;2;1;1;2;2;;2;1;;5;3;2;1;3;
01060 Segeberg;01060011 Boostedt;8;;22;15;32;5;37;4;11;11;10;5;11;11;13
01060 Segeberg;01060012 Bornhöved;3;5;1;8;1;2;8;6;5;12;30;5;7;4;12
01060 Segeberg;01060013 Borstel;;;;;;1;1;;1;2;2;1;2;;
01060 Segeberg;01060015 Bühnsdorf;1;;1;;3;1;;;;1;1;1;2;1;1
01060 Segeberg;01060016 Daldorf;;;;;5;;3;;1;1;1;1;;3;1
01060 Segeberg;01060017 Damsdorf;;;2;;;;;;;;;;;;2
01060 Segeberg;01060018 Dreggers;;;;;;;;1;;;1;;;;1
01060 Segeberg;01060019 Ellerau;6;39;18;2;40;21;24;21;12;15;18;9;;15;1
01060 Segeberg;01060020 Fahrenkrug;1;;4;3;2;4;6;6;2;2;3;2;;2;2
01060 Segeberg;01060021 Föhrden-Barl;;;3;1;;;1;1;1;3;;3;2;;3
01060 Segeberg;01060022 Fredesdorf;;;1;1;4;1;1;;1;1;;6;2;;2
01060 Segeberg;01060023 Fuhlendorf;1;1;4;4;3;3;2;2;;2;2;1;2;1;2
01060 Segeberg;01060024 Geschendorf;1;2;3;1;;3;2;2;;2;;1;1;;
01060 Segeberg;01060025 Glasau;1;2;;3;;2;1;1;1;1;1;;1;1;1
01060 Segeberg;01060026 Gönnebek;2;1;;2;1;;3;2;2;1;;4;3;2;2
01060 Segeberg;01060027 Großenaspe;7;5;21;14;14;15;10;9;10;23;10;7;21;10;4
01060 Segeberg;01060028 Groß Kummerfeld;5;2;12;11;3;;4;9;2;11;4;;;10;18
01060 Segeberg;01060029 Groß Niendorf;;;1;1;1;1;;1;2;;2;;1;2;1
01060 Segeberg;01060030 Groß Rönnau;1;;3;1;;;2;1;1;1;;;;9;8
01060 Segeberg;01060031 Hagen;1;3;;;;2;2;;5;1;1;7;1;;1
01060 Segeberg;01060033 Hardebek;;1;;;1;1;2;;1;;4;;3;2;1
01060 Segeberg;01060034 Hartenholm;4;3;5;4;;15;2;5;12;31;10;1;16;;3
01060 Segeberg;01060035 Hasenkrug;;;1;3;2;;1;5;2;2;;2;1;3;5
01060 Segeberg;01060036 Hasenmoor;6;5;2;;1;3;2;1;2;9;9;1;3;;
01060 Segeberg;01060037 Heidmoor;;;1;3;4;;1;1;;1;;;;2;7
01060 Segeberg;01060038 Heidmühlen;1;1;2;3;2;2;5;1;3;;4;2;2;;2
01060 Segeberg;01060039 Henstedt-Ulzburg;68;200;115;72;81;70;87;38;44;42;36;30;46;31;41
01060 Segeberg;01060040 Hitzhusen;4;1;1;1;5;;3;6;1;3;2;1;1;7;15
01060 Segeberg;01060041 Högersdorf;2;;1;1;;1;;1;1;3;;2;;1;
01060 Segeberg;01060042 Hüttblek;1;1;1;2;;2;1;;;1;;4;2;;
01060 Segeberg;01060043 Itzstedt;3;2;3;2;6;3;6;4;1;1;2;52;17;3;10
01060 Segeberg;01060044 Kaltenkirchen, Stadt;40;36;64;63;47;64;189;147;76;122;49;16;8;33;54
01060 Segeberg;01060045 Kattendorf;1;1;1;1;2;1;1;1;;;4;2;;;2
01060 Segeberg;01060046 Kayhude;1;;11;14;5;2;1;2;;3;13;2;1;8;5
01060 Segeberg;01060047 Kisdorf;17;9;11;8;4;3;8;10;30;5;9;3;6;25;5
01060 Segeberg;01060048 Klein Gladebrügge;;2;1;;2;1;;;2;;1;2;2;16;10
01060 Segeberg;01060049 Klein Rönnau;5;7;;2;2;6;3;2;;5;1;4;19;23;10
01060 Segeberg;01060050 Krems II;;1;;;;1;1;1;;11;10;15;1;3;1
01060 Segeberg;01060051 Kükels;;;1;;;7;;2;;5;4;;4;2;
01060 Segeberg;01060052 Latendorf;1;;1;2;;;5;;1;7;2;1;3;2;2
01060 Segeberg;01060053 Leezen;1;4;10;4;12;5;4;10;5;3;14;5;12;9;1
01060 Segeberg;01060054 Lentföhrden;5;12;31;11;4;21;19;43;6;1;;4;10;4;1
01060 Segeberg;01060056 Mönkloh;;1;3;;1;2;2;;;;1;2;;2;
01060 Segeberg;01060057 Mözen;;;;3;2;;1;;1;;;;1;3;
01060 Segeberg;01060058 Nahe;2;;8;5;4;11;8;8;6;9;20;4;31;6;7
01060 Segeberg;01060059 Negernbötel;;2;3;1;2;1;1;5;2;1;1;8;4;2;1
01060 Segeberg;01060060 Nehms;3;1;1;3;;;;4;3;;2;2;3;2;1
01060 Segeberg;01060061 Neuengörs;;3;1;3;2;1;2;;2;1;3;;1;;5
01060 Segeberg;01060062 Neversdorf;1;3;;2;1;3;5;4;3;2;2;2;;3;1
01060 Segeberg;01060063 Norderstedt, Stadt;149;200;148;237;79;159;156;145;146;185;137;188;107;200;107
01060 Segeberg;01060064 Nützen;7;3;8;9;;9;1;2;7;19;7;3;9;3;4
01060 Segeberg;01060065 Oering;2;6;;3;4;2;1;15;16;4;10;1;4;8;6
01060 Segeberg;01060066 Oersdorf;4;2;2;2;4;;;1;4;2;2;;5;5;1
01060 Segeberg;01060067 Pronstorf;;4;4;3;;2;4;16;6;2;3;1;4;7;9
01060 Segeberg;01060068 Rickling;3;2;3;6;1;1;6;1;5;3;30;15;10;4;5
01060 Segeberg;01060069 Rohlstorf;1;4;3;;2;2;3;4;2;1;;2;2;1;7
01060 Segeberg;01060070 Schackendorf;4;3;5;6;8;4;3;3;3;5;8;1;;;5
01060 Segeberg;01060071 Schieren;1;;;;;1;;;1;1;3;;;;1
01060 Segeberg;01060072 Schmalensee;1;2;1;;1;2;;2;1;;1;;;2;1
01060 Segeberg;01060073 Schmalfeld;3;4;11;8;4;25;10;3;4;14;13;11;8;7;
01060 Segeberg;01060074 Schwissel;;;1;;;1;2;1;1;;5;;;2;1
01060 Segeberg;01060075 Seedorf;1;7;5;7;11;9;8;5;5;5;7;10;1;1;8
01060 Segeberg;01060076 Seth;3;;5;3;6;12;3;9;1;;4;4;3;6;6
01060 Segeberg;01060077 Sievershütten;1;2;;2;;2;2;;2;;2;1;3;7;1
01060 Segeberg;01060079 Stipsdorf;;;;;;1;1;;;;;;;;
01060 Segeberg;01060080 Stocksee;2;;;1;2;2;1;1;;;;;;1;1
01060 Segeberg;01060081 Strukdorf;1;;;1;;;;;;;2;;;;1
01060 Segeberg;01060082 Struvenhütten;1;1;1;2;;3;1;1;;1;3;3;3;1;2
01060 Segeberg;01060084 Stuvenborn;;4;6;3;8;3;2;1;3;;1;;5;12;2
01060 Segeberg;01060085 Sülfeld;5;2;5;;12;10;8;18;14;11;6;13;10;5;1
01060 Segeberg;01060086 Tarbek;;1;;;;1;;1;1;2;;;;1;
01060 Segeberg;01060087 Tensfeld;1;;1;;1;3;1;2;2;;1;1;;1;11
01060 Segeberg;01060088 Todesfelde;;1;2;4;3;6;3;2;2;4;11;2;;4;3
01060 Segeberg;01060089 Trappenkamp;10;5;2;18;15;4;16;21;17;16;12;3;3;6;7
01060 Segeberg;01060090 Travenhorst;;;;;;1;;1;;;;1;;;
01060 Segeberg;01060091 Traventhal;1;1;2;4;;;;1;3;;3;;1;1;1
01060 Segeberg;01060092 Wahlstedt, Stadt;4;2;10;14;27;30;23;11;25;57;26;53;12;8;3
01060 Segeberg;01060093 Wakendorf I;;2;2;2;;2;;2;1;;;1;;;
01060 Segeberg;01060094 Wakendorf II;;1;6;4;2;2;4;3;3;1;4;1;15;9;11
01060 Segeberg;01060095 Weddelbrook;3;4;6;4;4;1;1;7;2;8;2;1;1;;5
01060 Segeberg;01060096 Weede;1;4;2;1;3;2;1;;;1;2;1;1;1;1
01060 Segeberg;01060097 Wensin;2;1;1;;2;;;2;2;4;2;1;;;2
01060 Segeberg;01060098 Westerrade;;1;3;;1;3;;;;;;;8;2;3
01060 Segeberg;01060099 Wiemersdorf;2;4;6;10;7;3;7;4;13;10;6;9;3;;
01060 Segeberg;01060100 Winsen;2;2;1;;;;1;5;1;;1;;;;
01060 Segeberg;01060101 Wittenborn;2;3;3;1;1;;20;7;4;2;1;;2;3;
01060 Segeberg;Gesamtsumme;485;685;691;701;624;751;898;772;663;856;720;618;538;651;545
01061 Steinburg;01061001 Aasbüttel;;;1;;;;2;1;;;1;;;;
01061 Steinburg;01061002 Aebtissinwisch;;;;;;;;;1;;;;;;
01061 Steinburg;01061003 Agethorst;;2;1;1;1;1;1;;;;;2;;1;
01061 Steinburg;01061004 Altenmoor;;1;;1;1;;;;;;1;;1;;
01061 Steinburg;01061005 Auufer;;;1;;;;;;1;;;;;;1
01061 Steinburg;01061006 Bahrenfleth;1;1;5;;;;1;;;2;6;;2;;
01061 Steinburg;01061007 Beidenfleth;3;1;;5;4;4;4;2;1;5;8;6;;2;1
01061 Steinburg;01061008 Bekdorf;;;;;;1;;1;;;;2;1;;
01061 Steinburg;01061010 Bekmünde;;;;;;1;;;;;;;;;
01061 Steinburg;01061011 Besdorf;1;;;2;;;;;;;;;;;
01061 Steinburg;01061012 Blomesche Wildnis;1;1;1;2;;;;2;1;;1;1;2;1;1
01061 Steinburg;01061013 Bokelrehm;1;;;1;;;1;;;;;;;;2
01061 Steinburg;01061014 Bokhorst;3;;;1;;;1;;1;1;;;;;2
01061 Steinburg;01061015 Borsfleth;2;2;3;1;;1;1;;4;;;3;14;15;1
01061 Steinburg;01061016 Breitenberg;;1;2;;;;1;;1;;;;;;
01061 Steinburg;01061017 Breitenburg;;1;;2;;24;42;25;13;7;8;5;6;3;1
01061 Steinburg;01061018 Brokdorf;;;;2;1;1;1;1;;4;7;7;8;1;5
01061 Steinburg;01061019 Brokstedt;2;1;1;5;7;6;3;8;4;10;17;19;9;7;8
01061 Steinburg;01061020 Büttel;1;1;3;1;1;1;1;1;1;2;;1;1;;1
01061 Steinburg;01061021 Christinenthal;1;;1;;;;;;;1;;;;;
01061 Steinburg;01061022 Dägeling;2;7;6;3;6;;6;14;2;3;4;7;7;2;2
01061 Steinburg;01061023 Dammfleth;3;1;;4;1;2;;1;1;1;2;;1;;
01061 Steinburg;01061024 Drage;2;2;1;1;;;1;;;;;;1;;
01061 Steinburg;01061025 Ecklak;;1;1;;2;1;;;;;;2;1;1;
01061 Steinburg;01061026 Elskop;;1;1;;;;;1;;;;;1;;
01061 Steinburg;01061027 Engelbr. Wildnis;3;1;;;5;1;2;;1;3;1;;1;5;6
01061 Steinburg;01061028 Fitzbek;2;1;;;3;2;;;1;1;3;1;2;1;1
01061 Steinburg;01061029 Glückstadt, Stadt;19;13;7;14;15;14;15;14;14;6;10;7;11;9;4
01061 Steinburg;01061030 Grevenkop;3;3;;5;1;;1;;3;;1;;1;;
01061 Steinburg;01061031 Gribbohm;1;;;1;;;;;;;2;;1;;2
01061 Steinburg;01061033 Hadenfeld;;2;2;2;;1;1;;3;1;;;1;2;1
01061 Steinburg;01061034 Heiligenstedten;1;2;5;2;3;2;3;3;1;4;1;3;;;1
01061 Steinburg;01061035 Heiligenst.kamp;1;11;3;2;5;1;6;1;2;;;1;;2;
01061 Steinburg;01061036 Hennstedt;1;4;;3;3;1;6;;2;1;;2;2;2;
01061 Steinburg;01061037 Herzhorn;1;4;4;6;2;7;5;6;1;3;4;;2;4;6
01061 Steinburg;01061038 Hingstheide;1;;;1;1;;;;;1;;1;;;
01061 Steinburg;01061039 Hodorf;;;;1;;;;1;;;;;;2;
01061 Steinburg;01061040 Hohenaspe;3;7;7;6;6;3;7;5;8;3;6;3;3;3;
01061 Steinburg;01061041 Hohenfelde;2;2;2;1;2;;4;2;1;1;2;;;1;
01061 Steinburg;01061042 Hohenlockstedt;8;10;15;18;5;;20;17;16;8;2;7;17;24;14
01061 Steinburg;01061043 Holstenniendorf;1;1;1;1;3;4;;3;2;1;1;;5;8;4
01061 Steinburg;01061044 Horst (Holstein);13;18;15;28;20;;68;21;38;36;19;10;13;36;24
01061 Steinburg;01061045 Huje;1;2;1;1;1;;;1;6;3;;;;1;
01061 Steinburg;01061046 Itzehoe, Stadt;24;39;41;50;42;24;31;25;31;39;18;22;11;25;22
01061 Steinburg;01061047 Kaaks;5;;1;2;;;1;3;3;3;3;1;2;5;
01061 Steinburg;01061048 Kaisborstel;;1;;;;;;;;;;;1;;
01061 Steinburg;01061049 Kellinghusen, Stadt;2;9;4;4;6;;16;19;21;8;6;17;11;7;9
01061 Steinburg;01061050 Kiebitzreihe;2;4;3;1;5;;9;10;7;16;;2;;6;1
01061 Steinburg;01061052 Kleve;;;1;3;1;;2;;;;1;2;;4;
01061 Steinburg;01061054 Krempdorf;;2;;;;1;;1;1;;;;2;1;1
01061 Steinburg;01061055 Krempe, Stadt;2;3;3;9;6;;6;;2;3;1;1;4;1;1
01061 Steinburg;01061056 Kremperheide;;;;3;2;;4;3;5;3;3;1;1;2;13
01061 Steinburg;01061057 Krempermoor;;2;3;2;3;;;;4;;;;;;
01061 Steinburg;01061058 Kronsmoor;;;;;1;;2;3;;;;;1;;
01061 Steinburg;01061061 Lägerdorf;;;;;;;4;2;1;8;4;3;2;1;
01061 Steinburg;01061062 Landrecht;;;2;;;2;1;;1;1;;;1;;
01061 Steinburg;01061063 Landscheide;2;1;;1;1;;;7;1;1;;;;;1
01061 Steinburg;01061064 Lockstedt;;;1;1;;;;;;;;;1;;2
01061 Steinburg;01061065 Lohbarbek;;;2;2;1;;1;14;1;3;5;16;2;;
01061 Steinburg;01061066 Looft;1;;1;1;4;;;1;;4;;2;;1;1
01061 Steinburg;01061067 Mehlbek;1;1;1;2;;;1;;1;;;;;;
01061 Steinburg;01061068 Moordiek;1;1;;1;;1;;;;;1;;;;1
01061 Steinburg;01061071 Mühlenbarbek;;1;1;;;1;;;;;;;1;;1
01061 Steinburg;01061072 Münsterdorf;3;4;4;6;3;1;2;1;;4;2;;;3;8
01061 Steinburg;01061073 Neuenbrook;2;;4;2;1;;5;1;1;2;;2;3;2;1
01061 Steinburg;01061074 Neuendorf b. Elmsh.;1;3;1;4;3;2;2;1;3;1;;1;;;3
01061 Steinburg;01061076 Nienbüttel;;;1;;;;1;;;;;;;;
01061 Steinburg;01061077 Nortorf;5;4;4;6;2;3;;1;;5;2;5;;4;9
01061 Steinburg;01061078 Nutteln;;1;1;1;;;;;1;;1;1;1;;
01061 Steinburg;01061079 Oelixdorf;9;5;5;2;7;3;4;7;;1;2;1;1;2;4
01061 Steinburg;01061080 Oeschebüttel;;;1;1;;;;;;;1;;;;
01061 Steinburg;01061081 Oldenborstel;;;;;;1;;;;;;;;;
01061 Steinburg;01061082 Oldendorf;;1;3;1;3;3;;3;1;1;4;4;6;1;2
01061 Steinburg;01061083 Ottenbüttel;6;2;1;1;1;9;5;5;2;;;3;;1;
01061 Steinburg;01061084 Peissen;1;;;;;;;2;;;2;;2;3;1
01061 Steinburg;01061085 Pöschendorf;1;;;3;2;1;2;;;1;4;1;;;2
01061 Steinburg;01061086 Poyenberg;;;;2;;5;2;1;;;;;;2;3
01061 Steinburg;01061087 Puls;3;2;2;3;2;;1;1;1;1;1;2;2;2;7
01061 Steinburg;01061088 Quarnstedt;1;4;1;;;1;1;2;2;4;2;1;1;1;2
01061 Steinburg;01061089 Rade;;;;;;;;1;;;1;;1;;2
01061 Steinburg;01061091 Reher;3;1;4;4;1;3;1;5;1;;1;2;2;3;2
01061 Steinburg;01061092 Rethwisch;1;;;;;;;1;1;;;;;1;
01061 Steinburg;01061093 Rosdorf;;1;;;;;1;;;;;;;;
01061 Steinburg;01061095 Sankt Margarethen;2;6;2;2;;2;2;;1;4;2;1;1;1;1
01061 Steinburg;01061096 Sarlhusen;;2;;1;2;;1;;1;;5;;3;1;
01061 Steinburg;01061097 Schenefeld;6;1;8;14;11;10;6;9;5;6;41;19;26;4;8
01061 Steinburg;01061098 Schlotfeld;1;;;;;1;2;;;;;;;;
01061 Steinburg;01061099 Siezbüttel;1;;;;;;;;;;;;;;
01061 Steinburg;01061100 Silzen;;;;;1;1;1;1;;;;;1;;
01061 Steinburg;01061101 Sommerland;2;1;3;1;;;2;;1;;1;3;1;2;
01061 Steinburg;01061102 Stördorf;1;;;1;;;;2;;;;;;1;1
01061 Steinburg;01061103 Störkathen;;;;;;;;;;;;;;;1
01061 Steinburg;01061104 Süderau;3;1;1;3;2;;2;1;5;3;5;;1;2;1
01061 Steinburg;01061105 Vaale;;2;1;2;4;2;4;5;8;9;16;7;2;5;14
01061 Steinburg;01061106 Vaalermoor;;;;;2;;;;;;;;;;
01061 Steinburg;01061107 Wacken;1;2;5;6;4;3;12;35;7;16;13;3;7;14;12
01061 Steinburg;01061108 Warringholz;1;1;;2;;;2;2;;;;;;1;
01061 Steinburg;01061109 Westermoor;3;;;;1;;1;;;1;;1;2;1;1
01061 Steinburg;01061110 Wewelsfleth;3;3;3;1;1;2;2;2;;4;;12;9;8;1
01061 Steinburg;01061112 Willenscharen;;;;;2;1;2;;;;1;1;2;;
01061 Steinburg;01061113 Wilster, Stadt;4;5;6;2;;14;5;2;2;11;24;8;8;3;5
01061 Steinburg;01061114 Winseldorf;;;;;;;;;;;;2;1;;
01061 Steinburg;01061115 Wittenbergen;;2;;;;2;;;2;;1;;1;1;
01061 Steinburg;01061116 Wrist;;;2;6;4;7;3;4;;1;7;14;12;2;4
01061 Steinburg;01061117 Wulfsmoor;1;2;1;;1;1;1;1;3;;2;;;;
01061 Steinburg;01061118 Kollmar;6;1;4;3;10;6;2;2;;3;4;6;5;11;2
01061 Steinburg;01061119 Neuendorf-Sachsenb.;;3;;;;2;4;1;;;;1;;;2
01061 Steinburg;Gesamtsumme;195;229;222;286;241;194;363;318;257;275;294;258;255;268;240
01062 Stormarn;01062001 Ahrensburg, Stadt;12;26;13;140;3;28;313;72;49;36;62;60;58;51;52
01062 Stormarn;01062003 Badendorf;;3;2;5;8;5;8;6;2;2;4;10;7;6;2
01062 Stormarn;01062004 Bad Oldesloe, Stadt;52;56;80;59;18;26;19;17;24;6;65;37;64;28;26
01062 Stormarn;01062005 Bargfeld-Stegen;5;10;4;14;12;10;31;14;11;15;9;6;14;9;1
01062 Stormarn;01062006 Bargteheide, Stadt;60;107;91;70;36;19;24;19;24;13;21;28;64;14;26
01062 Stormarn;01062008 Barnitz;3;4;1;1;1;1;;2;3;;;3;;;4
01062 Stormarn;01062009 Barsbüttel;33;37;37;17;45;16;60;45;17;29;20;23;20;21;9
01062 Stormarn;01062011 Braak;7;10;10;3;15;11;5;3;2;4;2;2;1;2;1
01062 Stormarn;01062014 Delingsdorf;1;7;1;2;5;;3;5;18;8;2;;;3;
01062 Stormarn;01062016 Elmenhorst;5;11;2;1;9;7;44;21;8;6;7;8;28;19;6
01062 Stormarn;01062018 Glinde, Stadt;123;152;108;61;12;20;19;12;16;19;7;43;6;33;17
01062 Stormarn;01062019 Grabau;;3;;1;;1;3;3;3;;1;2;1;;
01062 Stormarn;01062020 Grande;1;2;3;9;2;2;2;;2;;;2;;2;
01062 Stormarn;01062021 Grönwohld;2;4;12;4;3;4;3;8;19;8;7;;1;;5
01062 Stormarn;01062022 Großensee;1;4;2;5;3;30;5;7;5;4;2;;6;;1
01062 Stormarn;01062023 Großhansdorf;17;24;7;23;19;14;24;11;10;39;23;12;20;15;19
